smiles,order,ma_exact,ma_heur
[H]C1=C([H])[C@@]2([H])C(=O)[C@]1([H])N2[H],2,5.0,7.58
[H]C#C[C@@]([H])(C([H])([H])[H])C([H])([H])N([H])C([H])=O,1,6.0,5.09
[H][N-]c1nc([H])nc(C([H])([H])[H])[n+]1[H],2,5.0,6.31
[H]O[C@@]1([H])C([H])([H])OC(=O)[C@@]1([H])N([H])[H],1,5.0,6.41
[H]C#C[C@@]([H])(OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],1,5.0,5.32
[H]O[C@@]1([H])[C@@]2([H])[C@]3([H])C([H])([H])[C@]3(O[H])[C@@]12[H],1,4.0,9.5
[H]C(=O)[C@]1([H])[C@@]2([H])C([H])=C([H])[C@]1([H])C2([H])[H],1,6.0,8.0
[H]C#Cc1oc(=O)oc1[H],2,6.0,5.82
[H]Oc1c([H])c(C([H])([H])[H])c(C([H])([H])[H])n1[H],1,5.0,6.59
[H]OC([H])([H])[C@]12OC([H])([H])[C@]([H])(C1([H])[H])C2([H])[H],2,4.0,8.17
[H]C([H])([H])[C@@]1([H])C([H])([H])[C@@]1([H])[C@@]1([H])O[C@@]1([H])C([H])([H])[H],1,6.0,8.32
[H]OC([H])([H])[C@@]([H])(O[H])C(=O)C([H])=O,1,5.0,4.81
[H]O[C@@]1(C([H])([H])[H])C([H])([H])[C@@]2(C([H])([H])[H])C([H])([H])[C@@]12[H],1,4.0,8.32
[H]OC1(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],1,4.0,6.5
[H]C#CC([H])([H])C([N-][H])OC([H])([H])C([H])([H])[H],1,5.0,5.17
[H]C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=O,2,4.0,5.17
[H]O[C@]1([H])[C@@]2(O[H])C([H])([H])C([H])([H])[C@@]12C([H])([H])[H],1,5.0,8.17
[H]C#CC([H])([H])OC1([H])C([H])([H])C1([H])[H],1,5.0,6.41
[H]C([H])([H])[C@]1([H])C([H])([H])[C@@]([H])(C#N)C1([H])[H],2,4.0,6.5
[H]O[C@]1([H])[C@@]2([H])[NH2+][C+]([H])[N@H+]3[C@]1([H])[C@]32[H],1,6.0,9.59
[H]C1([H])C([H])([H])[C@@]2([H])O[C@@]3([H])[C@]1([H])[C@]32[H],1,5.0,9.41
[H]C#C[C@]([H])(C([H])([H])[H])[C@]([H])(C#N)C([H])([H])[H],1,5.0,5.09
[H]OC([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],2,5.0,6.96
[H]OC([H])([H])C([H])([H])[C@@]([H])([NH+]1C([H])([H])C1([H])[H])C([H])([H])[H],1,6.0,6.96
[H]O[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],1,5.0,6.96
[H]C1([H])C([H])([H])[C@@]2([H])[C@@]([H])(C1([H])[H])[C@@]1([H])C([H])([H])[C@@]21[H],2,4.0,9.82
[H]C([H])([H])C(=O)C(=O)[C@]1([H])OC1([H])[H],1,5.0,6.31
[H]C1=NC([H])([H])[C@]2([H])N([H])C([H])([H])[C@]2([H])O1,1,6.0,8.0
[H]O[C@]1([H])[C@@]2([H])O[C@@]3([H])[C@]1([H])C([H])([H])[C@]32[H],1,5.0,9.5
[H]OC([H])([H])[C@@]1([H])N([H])[C@@]1([H])[C@]1([H])OC1([H])[H],1,5.0,8.09
[H]C1([H])C(=O)[C@]2([H])O[C@]2([H])C([H])([H])C1([H])[H],1,6.0,8.0
[H]N1C(=O)[C@]2([H])N([H])[C@]2([H])C1([H])[H],1,5.0,7.7
[H]C#C[C@@]12O[C@]1([H])C([H])([H])[C@]2([H])C([H])([H])[H],1,5.0,8.0
[H]C([H])([H])[C@@]1([H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C#N,1,5.0,6.75
[H]c1nnc([H])n1C([H])([H])C([H])([H])[H],2,5.0,6.31
[H]C([H])([H])C1(C([H])([H])[H])C(=O)[C@@]2([H])[N@@H+]1C2([H])[H],1,6.0,8.17
[H]OC([H])([H])C#CC([H])([H])[NH+]1C([H])([H])C1([H])[H],1,6.0,6.67
[H]N([H])c1nc(N([H])[H])c(C([H])([H])[H])o1,2,7.0,6.41
[H][N-]C1N([H])C(=O)[C@@]2([H])N([H])[C@@]12[H],1,6.0,7.81
[H]C([H])([H])C([H])([H])C([H])([H])[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])[C@]12[H],1,4.0,8.46
[H][N-]C1OC([H])([H])[C@]2(N([H])C2([H])[H])C1([H])[H],1,5.0,8.09
[H]C#CC#CC#CC#N,1,4.0,4.17
[H]C1([H])OC([H])([H])[C@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])[H])O1,1,5.0,6.82
[H][N-]C1O[C@@]2([H])[C@@]3([H])O[C@@]3([H])[C@@]12[H],1,6.0,9.31
[H]C([H])([H])C([H])([H])OC([H])([H])[C@@]1([H])O[C@@]1([H])C([H])([H])[H],1,4.0,6.82
[H]OC(=O)C([H])([H])C([H])([H])/[N+]([H])=C/N([H])[H],1,6.0,5.09
[H]N([H])C(=O)[C@@]([H])(OC([H])([H])C([H])([H])[H])C([H])([H])[H],1,5.0,5.25
[H]C#Cc1c([H])oc([H])c1[H],2,4.0,5.96
[H]C1([H])OC([H])([H])C12OC([H])([H])[C@]2([H])C([H])([H])[H],1,4.0,8.17
[H]C(=O)C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],1,5.0,5.32
[H]OC([H])([H])[C@@]12OC([H])([H])C([H])([H])[C@]1([H])C2([H])[H],1,4.0,8.17
[H]N1C([H])([H])[C@@]12[C@@]1([H])O[C@]2([H])C([H])([H])C1([H])[H],1,6.0,9.59
[H]C1=C([H])[C@@]2([H])O[C@@]2([H])C1([H])[H],1,5.0,7.58
[H]C1([H])OC(=O)C(=O)C1([H])[H],1,5.0,5.96
[H]OC([H])([H])C1(O[H])C([H])([H])C([H])([H])C1([H])[H],1,4.0,6.59
[H]C([H])([H])[C@@]1([H])[C@]2([H])[N@H+]3[C@]2([H])[C@]1([H])[C@@]3([H])C([H])([H])[H],1,5.0,9.82
[H][N-][C+]([H])OC(=O)C([H])([H])C#N,2,6.0,4.58
[H]C#C[C@@]1([H])[C@]2([H])[N@@H+]3C([H])([H])[C@@]1([H])[C@@]32[H],1,6.0,9.5
[H]C#CC([H])([H])[C@]([H])(O[H])C([H])=O,1,5.0,4.7
[H]N([H])[C@@](C#N)(C#CC([H])([H])[H])C([H])([H])[H],1,6.0,5.0
[H]OC1(C2([H])C([H])([H])OC2([H])[H])C([H])([H])C1([H])[H],2,5.0,8.17
[H]O[C@@]1([H])[C@@]([H])(O[H])[C@@]1(O[H])C([H])([H])[H],1,4.0,6.41
[H]OC([H])([H])C(=O)[C@@]1([H])[N@@H+](C([H])([H])[H])C1([H])[H],1,6.0,6.67
[H]C1=C([H])[C@@]([H])(C([H])([H])[H])N([H])C(=O)C1([H])[H],1,6.0,6.59
[H]C#C[C@]1([C@]2([H])OC2([H])[H])OC1([H])[H],1,4.0,7.81
[H]OC([H])([H])[C@]12OC([H])([H])[C@@]1(O[H])C2([H])[H],1,4.0,8.0
[H]O[C@@]1([H])C([H])([H])[C@]12N([H])C(=O)C2([H])[H],1,6.0,7.91
[H]OC([H])([H])[C@]12C([H])([H])[C@@]1([H])[C@@]([H])(O[H])C2([H])[H],1,5.0,8.17
[H]C([H])([H])C1=C(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])OC1([H])[H],1,5.0,6.82
[H]C(=O)C(C#CC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],1,5.0,5.17
[H]N([H])C(=O)C([H])([H])C#CC#N,2,6.0,4.58
[H]C1([H])OC(=O)C(=O)C([H])([H])C1([H])[H],1,5.0,6.31
[H]C([H])([H])C1[NH2+][C@@]2([H])C([H])([H])[C@@]2([H])O1,1,6.0,8.09
[H]C([H])([H])C(=O)[C@]1([H])O[C@]1([H])C([H])([H])C([H])([H])[H],1,5.0,6.67
[H]O[C@]1([H])[C@]([H])(C#N)[C@]2([H])C([H])([H])[C@]12[H],1,6.0,7.91
[H]c1nc(C([H])([H])[H])c([H])c([H])c1N([H])[H],2,5.0,6.5
[H]O[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])O[H],1,4.0,6.82
[H][C@]12O[C@@]1([H])[C@@]1([H])O[C@@]21[H],4,3.0,8.82
[H]ON[C@H]1C([H])([H])N([H])[C@@]1([H])C([H])=O,1,5.0,6.5
[H]C([H])([H])C([H])([H])[C@@]12C([H])([H])[N@H+]3[C@]1([H])[C@@]3([H])C2([H])[H],1,5.0,9.82
[H]N([H])C1=C(C([H])([H])[H])C(=O)OC1([H])[H],1,6.0,6.41
[H]OC1(C([H])([H])C([H])([H])[H])C([H])([H])C(=O)C1([H])[H],1,5.0,6.67
[H][C-]1[C@H]2C([H])([H])[C@]3([H])[C@@]2([H])[C@]3([H])C([H])([H])C1([H])[H],1,4.0,9.75
[H]N([H])C(=O)[C@]([H])([NH+]1C([H])([H])C1([H])[H])C([H])([H])[H],1,5.0,6.75
[H]C([H])([H])[C@]1([H])O[C@]([H])(C([H])([H])C#N)C1([H])[H],1,5.0,6.59
[H]C1([H])C([H])([H])[C@]2([H])O[C@@]1([H])C([H])([H])C2([H])[H],4,4.0,8.09
[H]O[C@@]1(C([H])([H])[H])C(=O)N([H])C1([H])[H],1,5.0,6.31
[H]O[C@]1([H])[C@@]2([H])C([H])=C([H])[C@]1([H])C2([H])[H],1,5.0,7.91
[H]N1C(=O)[C@]2([H])OC([H])([H])[C@]12[H],1,5.0,7.58
[H]O[C@]1([H])C([H])([H])C([H])([H])[C@](O[H])(C([H])([H])[H])C1([H])[H],1,4.0,6.82
[H]C([H])([H])C(=O)C([H])([H])C1([H])C([H])([H])OC1([H])[H],1,6.0,6.67
[H]N1[C@]2([H])C(=O)[C@@]1([H])C([H])([H])C([H])([H])C2([H])[H],2,5.0,8.09
[H][N-]C1O[C@@]([H])(C([H])=O)OC1([H])[H],1,5.0,6.31
[H]N1C([H])([H])[C@@]12C([H])([H])N([H])[C@]2([H])C#N,1,5.0,7.91
[H]C#C[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])O[H],1,5.0,6.67
[H]C(=O)[C@@]1([H])C([H])([H])C([H])([H])[C@]12N([H])C2([H])[H],1,5.0,8.09
[H]C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],1,4.0,5.25
[H]O[C@@]1([H])[C@@]([H])(O[H])[C@@]1([H])C([H])([H])C([H])([H])[H],1,5.0,6.59
[H]N1C([H])([H])[C@]1([H])[C@]1([H])C([H])([H])[C@]1([H])C#N,1,6.0,8.0
[H]c1c(C#CC([H])([H])[H])c([H])n([H])c1[H],2,5.0,6.41
[H]c1oc(OC([H])([H])C([H])([H])[H])c([H])c1[H],1,5.0,6.5
[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C1([H])[H],1,4.0,7.08
[H]C#C[C@]12C(=O)O[C@@]1([H])C2([H])[H],1,6.0,7.58
[H]C1([H])O[C@]2([H])C([H])([H])C(=O)[C@]2([H])C1([H])[H],1,5.0,8.0
[H]C([H])([H])C#CC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],2,5.0,5.46
[H]C(=O)[C@@]1(C([H])([H])[H])OC(=O)C1([H])[H],1,5.0,6.31
[H]N([H])[C@]1(C#N)C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],1,5.0,6.67
[H]Oc1c([H])nc([H])c(N([H])[H])c1[H],2,6.0,6.31
[H]C#CC#CC([H])([H])C([H])([H])C([H])([H])[H],1,4.0,4.91
[H]N([H])C(=O)C1(OC([H])([H])[H])C([H])([H])C1([H])[H],1,6.0,6.59
[H]O[C@]1([H])[C@]2([H])O[C@@]1([H])[C@]1([H])N([H])[C@]21[H],2,6.0,9.41
[H]C1=C(C([H])([H])[H])C([H])([H])C2(C1([H])[H])C([H])([H])C2([H])[H],2,4.0,8.32
[H]C#CC([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])O[H],1,4.0,5.09
[H]OC([H])([H])C1(C([H])([H])[H])OC([H])([H])C([H])([H])O1,1,4.0,6.67
[H]N1C2(C([H])([H])C([H])([H])C2([H])[H])[C@@]1([H])C#N,1,5.0,8.0
[H]C1=C([H])C([H])([H])C2(OC([H])([H])C2([H])[H])C1([H])[H],2,5.0,8.17
[H]O[C@@]12C([H])([H])[C-]([H])[C@H]3C([H])([H])[C@]1([H])[C@]32[H],1,5.0,9.59
[H]C(=O)N([H])C([H])([H])[C@@]([H])(C#N)N([H])[H],1,5.0,4.91
[H]C#C[C@]1([H])N([H])[C@]1([H])C([H])([H])OC([H])([H])[H],1,6.0,6.59
[H]N1C([H])([H])[C@]1([H])[C@]([H])(C#N)C([H])([H])[H],1,5.0,6.41
[H][N-][C@@H]1O[C@]2([H])C([H])([H])[C@]([H])(O[H])[C@]12[H],1,5.0,8.0
[H]C1([H])C(=O)C([H])([H])[C@]2([H])C([H])([H])[C@]2([H])C1([H])[H],1,4.0,8.17
[H]OC([H])([H])[C@]([H])(O[H])C([H])([H])C(=O)N([H])[H],1,5.0,5.09
[H]ON[C@@H]1[C@]2([H])O[C@@]1([H])[C@]2([H])O[H],1,6.0,7.91
[H]C1=C([H])C([H])([H])c2c([H])c([H])n([H])c21,2,5.0,7.91
[H]C1=C([H])[C@@]2(C([H])([H])C([H])([H])[H])O[C@@]2([H])C1([H])[H],1,5.0,8.17
[H]O[C@@]([H])(c1nc([H])n([H])c1[H])C([H])([H])[H],1,7.0,6.5
[H]C(=O)OC([H])([H])[C@]1([H])OC1([H])[H],1,5.0,6.2
[H]O[C@]1([H])[C@]2([H])C([H])([H])[C@]2([H])[C@]2([H])C([H])([H])[C@]12[H],2,5.0,9.67
[H]N([H])c1oc(=O)n([H])c1N([H])[H],1,6.0,6.2
[H][N-]c1oc(N([H])[H])c([H])[n+]1C([H])([H])[H],1,6.0,6.41
[H]O[C@]1([H])C(=O)[C@]2([H])O[C@@]1([H])C2([H])[H],1,5.0,7.81
[H]N1C([H])([H])C(=O)[C@@]([H])(OC([H])([H])[H])C1([H])[H],1,6.0,6.59
[H]C([H])([H])[C@]12O[C@@]1([H])C([H])([H])[C@@]1([H])O[C@@]21[H],1,4.0,9.5
[H]Oc1nc([H])c(O[H])c([H])c1[H],2,6.0,6.2
[H]Oc1nc(C#N)c([H])n1[H],2,7.0,5.96
[H]N1[C@@]([H])(C([H])([H])[NH+]2C([H])([H])C2([H])[H])[C@@]1([H])C([H])([H])[H],1,5.0,8.39
[H]OC([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])[H],1,5.0,5.17
[H]O[C@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])[H],1,3.0,5.0
[H]O[C@@]12C(=O)O[C@]1(C([H])([H])[H])C2([H])[H],1,5.0,7.81
[H]N(C([H])([H])C#N)C([H])(C([H])([H])[H])C([H])([H])[H],1,4.0,5.09
[H]C1([H])[N@@H+]2C([H])([H])[C@]3([H])[N@H+](C1([H])[H])C([H])([H])[C@]23[H],2,4.0,9.82
[H]OC([H])([H])[C@@]([H])(C#N)C1([H])C([H])([H])C1([H])[H],1,5.0,6.59
[H]O[C@@]([H])(C(=O)C(=O)C([H])([H])[H])C([H])([H])[H],1,5.0,5.0
[H]C([H])([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C#N,1,5.0,5.25
[H]O[C@]12C([H])=C([H])[C@]([H])(C([H])=C1[H])C2([H])[H],2,5.0,8.0
[H]OC([H])([H])C([H])([H])OC1(C([H])([H])[H])C([H])([H])C1([H])[H],1,6.0,6.82
[H][N-]C(OC([H])([H])C([H])([H])[H])C(=O)N([H])[H],1,5.0,5.09
[H]Oc1c([H])oc([H])c([H])c1=O,2,5.0,6.08
[H]C1=C(C(=O)N([H])[H])C([H])([H])OC1([H])[H],2,6.0,6.41
[H]C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])[H],1,4.0,7.08
[H]C([H])([H])C1(C([H])([H])[H])O[C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H],2,5.0,8.32
[H]N1C([H])([H])C(=O)[C@@]1(C#N)C([H])([H])[H],1,6.0,6.31
[H]C(=O)C([H])([H])c1nc([H])n([H])c1[H],1,7.0,6.31
[H]OC([H])([H])[C@]1([H])OC([H])([H])OC1([H])[H],1,4.0,6.41
[H][N-]C1OC([H])([H])[C@]1([H])C([H])([H])OC([H])([H])[H],1,5.0,6.67
[H]OC([H])([H])C1(C#N)C([H])([H])C([H])([H])C1([H])[H],1,5.0,6.59
[H]C(=O)n1c(N([H])[H])nc([H])c1[H],2,7.0,6.2
[H]N1C([H])([H])C([H])([H])C([H])([H])[C@]1([H])C#N,1,5.0,6.41
[H]C([H])([H])[C@]12C([H])([H])[C@@]1([H])O[C@@]2([H])C#N,1,5.0,7.91
[H]c1oc(C([H])([H])[H])nc(=O)c1[H],2,7.0,6.2
[H]O[C@@]1([H])[C@]2([H])[N@H+]3[C@@]4([H])[C@]2([H])[C@@]4([H])[C@]31[H],2,6.0,11.0
[H]C([H])([H])[N@@H+]1[C@]2([H])C(=O)[C@@]1([H])C([H])([H])C2([H])[H],2,6.0,8.17
[H]C([H])([H])C([H])(C([H])([H])[H])[C@]1([H])OC([H])([H])C([H])([H])C1([H])[H],1,5.0,6.96
[H]N1[C@@]2([H])[C@]3(OC3([H])[H])C([H])([H])[C@@]12[H],1,5.0,9.31
[H]OC([H])([H])[C@@]1([H])C([H])([H])C([H])([H])C12C([H])([H])C2([H])[H],1,4.0,8.32
[H]C(=O)C([H])([H])[NH+]1C([H])([H])C([H])=C([H])C1([H])[H],2,5.0,6.67
[H]C([H])([H])[C@@]([H])(C([H])([H])C#N)[C@]1([H])OC1([H])[H],1,6.0,6.59
[H][N-]C1OC([H])=NC([H])=C1[H],1,6.0,6.08
[H]OC([H])([H])[C@@]1([C@]([H])(O[H])C([H])([H])[H])OC1([H])[H],1,4.0,6.67
[H]C([H])([H])OC([H])([H])[C@@]1([H])C([H])([H])[C@@]2([H])O[C@@]12[H],1,5.0,8.17
[H][N-][C@H]1O[C@@]2([H])[C@@]3([H])O[C@]1([H])[C@@]23[H],1,5.0,9.31
[H][C+]([NH2+][C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])OC([H])([H])[H],1,6.0,5.52
[H]OC1([C@]2([H])OC2([H])[H])C([H])([H])C1([H])[H],1,4.0,7.91
[H]N1C(=O)[C@]2([H])C([H])([H])O[C@]2([H])C1([H])[H],1,6.0,7.91
[H]C1=N[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])O1,1,6.0,6.75
[H]C1([H])O[C@]([H])(C([H])([H])[H])OC1=O,1,4.0,6.2
[H]Oc1c([H])c(C([H])([H])[H])n([H])c1C([H])([H])[H],2,5.0,6.59
[H]c1nc([H])n(C([H])([H])C([H])([H])[H])n1,1,5.0,6.31
[H]C([H])([H])C(=O)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],2,4.0,5.46
[H]C#C[C@@]12[N@H+]3[C@]1([H])[C@]1([H])[C@@]3([H])[C@]21[H],1,6.0,10.81
[H]C([H])([H])[NH2+]C(OC([H])([H])[H])C([H])([H])OC([H])([H])[H],1,5.0,5.46
[H]Oc1nc(C([H])([H])[H])c([H])n1C([H])([H])[H],2,7.0,6.5
[H][N-]c1oc(=O)c([H])c([H])[n+]1[H],2,7.0,6.08
[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])OC1([H])[H],1,5.0,6.59
[H]N1[C@]([H])(C#N)[C@]2([H])C([H])([H])[C@]12[H],1,5.0,7.7
[H]C([H])([H])C(=O)C([H])([H])[C@]1(C([H])([H])[H])OC1([H])[H],1,5.0,6.67
[H]C(=O)N([H])c1nc([H])c([H])n1[H],2,6.0,6.2
[H]O[C@]1([H])[C@@]2([H])N(C([H])=O)[C@]1([H])C2([H])[H],2,6.0,7.91
[H]C1=C([H])[C@@]2([H])N([H])[C@@]2([H])[C@@]1([H])OC([H])([H])[H],1,7.0,8.09
[H]OC([H])([H])[C@]([H])(O[H])C([H])([H])OC([H])([H])[H],1,4.0,5.09
[H]N1C([H])([H])[C@]1([H])C(=O)C#CC([H])([H])[H],1,6.0,6.41
[H]C([H])([H])[C@@]1([H])[C@@]2([H])C([H])([H])[C@@]2([H])[C@]12OC2([H])[H],1,5.0,9.67
[H]C1([H])OC([H])([H])C12C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[H],1,5.0,8.32
[H]C(=O)C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H],1,5.0,5.09
[H]C1([H])[NH+](C23C([H])([H])[NH+](C2([H])[H])C3([H])[H])C1([H])[H],2,5.0,9.82
[H]C(=O)[C@]1([H])C([H])([H])[C@]1([H])OC([H])([H])[H],1,5.0,6.41
[H]O[C@]1([H])[C@@]2([H])[N@@H+]3[C@@]2([H])[C@@]2([H])[C@]3([H])[C@@]12[H],1,6.0,11.0
[H]C([H])([H])C([H])([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],1,4.0,5.25
[H]C([H])([H])O[C@@]12C(=O)O[C@]1([H])C2([H])[H],1,5.0,7.81
[H]C1([H])C([H])([H])[C@]2([H])C([H])([H])[C@]3([H])[C@@]1([H])C([H])([H])[C@]23[H],2,4.0,9.82
[H]N1C(=O)[C@@]2([H])[N@@H+](C([H])([H])C1([H])[H])C2([H])[H],1,5.0,8.09
[H]O[C@@]1(C([H])([H])[H])C([H])([H])[C@]([H])(O[H])[C@]1([H])C([H])([H])[H],1,4.0,6.82
[H]C#C[C@]1(C2([H])C([H])([H])C2([H])[H])OC1([H])[H],1,5.0,8.0
[H]c1c(C#N)nn([H])c1[H],2,6.0,5.82
[H]C#CC([H])([H])C#CC([H])(C([H])([H])[H])C([H])([H])[H],2,4.0,5.17
[H]OC([H])([H])[C@]1([H])OC([H])([H])[C@]1([H])C([H])([H])[H],1,4.0,6.59
[H]C1([H])[C@]2([H])O[C@@]3([H])[C@]2([H])C(=O)[C@@]13[H],1,6.0,9.31
[H]C([H])(C#N)[N@@H+]1C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],1,5.0,6.75
[H]C#CC([H])([H])C1(O[H])C([H])([H])OC1([H])[H],2,5.0,6.5
[H]C#C[C@@]([H])(C([H])([H])[H])C([H])([H])OC([H])=O,1,6.0,5.0
[H]O[C@]([H])(C([H])([H])[H])[C@]1([H])C(=O)C([H])([H])N1[H],1,5.0,6.59
[H]C([H])([H])[C@@]1([H])C([H])([H])[C@]2([H])C([H])([H])[C@@]1([H])[C@@]2([H])C([H])([H])[H],1,4.0,8.46
[H]C1([H])O[C@@]2([H])C([H])([H])C([H])([H])[C@@]([H])(O1)C2([H])[H],2,5.0,8.17
[H]c1nnn(C([H])([H])C([H])([H])[H])c1[H],1,6.0,6.31
[H]ONC1C([H])([H])C([H])=C([H])C([H])([H])C1([H])[H],1,6.0,6.75
[H]OC([H])([H])C1=C([H])C([H])([H])OC1([H])[H],1,4.0,6.41
[H]N(C([H])([H])C(=O)C#N)C([H])([H])C([H])([H])[H],1,5.0,5.0
[H]C1=C([H])[C@@]([H])(OC([H])([H])[H])OC([H])([H])C1([H])[H],1,5.0,6.67
[H]C([H])([H])C1=NC([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])O1,1,6.0,6.75
[H][N-]C1OC([H])([H])OC([H])=NC1([H])[H],1,6.0,6.41
[H]C([H])([H])C#C[C@]1(C([H])([H])[H])OC([H])([H])C1([H])[H],1,6.0,6.67
[H]C1=N[C@@]2([H])C([H])([H])O[C@@]2([H])C([H])([H])O1,1,6.0,7.91
[H]OC([H])([H])[C@@]([H])(C#N)C(=O)N([H])[H],1,6.0,4.81
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],2,4.0,6.89
[H]C(=O)N1C([H])([H])C([H])=C([H])C1([H])[H],2,5.0,6.31
[H]c1nc([H])c([H])c([H])n1,4,4.0,5.82
[H]O[C@]1([H])[C@]2([H])OC([H])([H])[C@]3([H])[C@@]1([H])[C@]23[H],1,5.0,9.5
[H]C(=O)OC([H])([H])C#CC([H])([H])[H],2,5.0,4.7
[H]C1=C(C#N)C(=O)OC1([H])[H],2,6.0,5.96
[H]N([H])/C(=N\C([H])([H])[H])C(=O)OC([H])([H])[H],1,6.0,5.0
[H]Oc1c([H])c(C([H])([H])[H])c(N([H])[H])n1[H],2,5.0,6.5
[H]C1=C([H])[C@@]2([H])O[C@@]2([H])C12C([H])([H])C2([H])[H],1,7.0,9.5
[H]OC([H])([H])/C(=N\O)C([H])([H])[N+]([H])([H])C([H])([H])[H],1,6.0,5.25
[H][N-][C@@H]1N([H])[C@@]([H])(C([H])=O)[C@]1([H])O[H],1,6.0,6.41
[H]C1=NC([H])([H])[C@@]([H])(OC([H])([H])[H])C([H])([H])O1,1,5.0,6.59
[H]C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OC([H])([H])[H],2,5.0,5.32
[H]O[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])[C@@]2([H])O[C@@]12[H],1,5.0,8.17
[H][C+]1[NH2+][C@]2([H])[C@]([H])(O1)[C@]2([H])C([H])([H])[H],1,6.0,8.0
[H]C([H])([H])C([H])([NH2+]C1OC([H])([H])C1([H])[H])C([H])([H])[H],1,6.0,6.96
[H]O[C@@]([H])(C([H])=O)[C@@]1(C([H])([H])[H])N([H])C1([H])[H],1,5.0,6.59
[H]C(=O)N([H])C([H])([H])C#CC([H])([H])[H],2,5.0,4.81
[H]OC([H])([H])[C@@]1([H])C(=O)[C@@]([H])(C([H])([H])[H])C1([H])[H],1,5.0,6.67
[H]OC([H])([H])C(=O)[C@]([H])(O[H])C([H])([H])O[H],1,4.0,5.0
[H]N1C(=O)C([H])([H])[C@]1([H])[C@]1([H])N([H])C1([H])[H],1,5.0,8.0
[H]C([H])([H])O[C@]1([H])[C@]([H])(C([H])([H])[H])[N@@H+]2C([H])([H])[C@@]21[H],1,6.0,8.32
[H]O[C@]12C([H])([H])C([H])([H])[C@@]1([H])[C@@]1([H])N([H])[C@]12[H],1,6.0,9.59
[H]C1=C([H])C([H])([H])[C@]2([H])OC([H])([H])C([H])=C12,1,6.0,8.0
[H]C#Cc1oc([H])c([H])c1[H],2,5.0,5.96
[H]ONC1C(=O)C([H])([H])OC1([H])[H],1,6.0,6.41
[H]C([H])([H])C([H])([H])[N@H+]1C([H])([H])[C@]2(OC2([H])[H])C1([H])[H],2,6.0,8.32
[H]C([H])([H])O[C@@]([H])(C#N)C1([H])C([H])([H])C1([H])[H],1,6.0,6.59
[H]C1([H])[N@H+]2[C@@]3([H])C([H])([H])[C@]1([H])C([H])([H])[C@@]23[H],2,5.0,9.59
[H]OC([H])([H])[C@]1([H])[C@]2([H])OC([H])([H])C([H])([H])[C@@]21[H],1,4.0,8.17
[H]C1([H])OC([H])([H])[C@]([H])(C([H])([H])C([H])([H])C([H])([H])[H])O1,1,5.0,6.82
[H]ON[C@H]1C([H])([H])[C@]([H])(O[H])[C@]1([H])C([H])([H])[H],1,6.0,6.75
[H]Oc1c([H])nc([H])n1[H],2,5.0,5.82
[H]C([H])([H])C(=O)[C@]1([H])[N@@H+]2C([H])([H])[C@]2([H])C1([H])[H],1,5.0,8.17
