mol_index,id,smiles,symmetry_success,point_group,order,max_rotation_order,symmetry_confidence,symmetry_method,ma_success,assembly_index,ma_source,ma_error
196,gdb_198,[H]Oc1c([H])c([H])c([H])n1[H],True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
197,gdb_199,[H]Oc1c([H])nc([H])n1[H],True,Cs,2,1,0.73,pymatgen,True,5,assembly_theory_exact,
198,gdb_200,[H]Oc1nc([H])c([H])n1[H],True,Cs,2,1,0.73,pymatgen,True,5,assembly_theory_exact,
199,gdb_201,[H]c1c(C([H])([H])[H])c([H])n([H])c1[H],True,Cs,2,1,0.73,pymatgen,True,3,assembly_theory_exact,
200,gdb_202,[H]c1nc(C([H])([H])[H])c([H])n1[H],True,Cs,2,1,0.73,pymatgen,True,5,assembly_theory_exact,
201,gdb_203,[H]c1oc([H])c(C([H])([H])[H])c1[H],True,Cs,2,1,0.73,pymatgen,True,3,assembly_theory_exact,
202,gdb_204,[H]c1nc(C([H])([H])[H])c([H])o1,True,Cs,2,1,0.73,pymatgen,True,5,assembly_theory_exact,
203,gdb_205,[H]c1c(N([H])[H])c([H])n([H])c1[H],True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
204,gdb_206,[H]c1nc(N([H])[H])c([H])n1[H],True,Cs,2,1,0.73,pymatgen,True,5,assembly_theory_exact,
205,gdb_207,[H]c1oc([H])c(N([H])[H])c1[H],True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
206,gdb_208,[H]c1nc(N([H])[H])c([H])o1,True,Cs,2,1,0.73,pymatgen,True,5,assembly_theory_exact,
207,gdb_209,[H]Oc1c([H])c([H])n([H])c1[H],True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
208,gdb_210,[H]Oc1nc([H])n([H])c1[H],True,Cs,2,1,0.73,pymatgen,True,5,assembly_theory_exact,
209,gdb_211,[H]Oc1nc([H])oc1[H],True,Cs,2,1,0.73,pymatgen,True,5,assembly_theory_exact,
210,gdb_212,[H]c1c([H])c([H])n(C([H])([H])[H])c1[H],True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
211,gdb_213,[H]c1nc([H])n(C([H])([H])[H])c1[H],True,Cs,2,1,0.73,pymatgen,True,5,assembly_theory_exact,
212,gdb_214,[H]c1c([H])c([H])c([H])c([H])c1[H],True,D6h,24,12,0.97,pymatgen,True,3,assembly_theory_exact,
213,gdb_215,[H]c1nc([H])c([H])c([H])c1[H],True,C2v,4,2,0.81,pymatgen,True,4,assembly_theory_exact,
214,gdb_216,[H]c1nc([H])c([H])nc1[H],True,D2h,8,4,0.97,pymatgen,True,4,assembly_theory_exact,
215,gdb_217,[H]c1nc([H])c([H])c([H])n1,True,D2d,4,2,0.81,pymatgen,True,4,assembly_theory_exact,
216,gdb_218,[H]c1nc([H])nc([H])n1,True,D3h,12,6,0.97,pymatgen,True,3,assembly_theory_exact,
217,gdb_219,[H]C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],True,C3v,6,3,0.89,pymatgen,True,3,assembly_theory_exact,
218,gdb_220,[H]C([H])([H])C(C#N)(C([H])([H])[H])C([H])([H])[H],True,C3v,6,3,0.89,pymatgen,True,3,assembly_theory_exact,
219,gdb_221,[H]N([H])C(C#N)(C([H])([H])[H])C([H])([H])[H],True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
220,gdb_222,[H]C#CC(O[H])(C([H])([H])[H])C([H])([H])[H],True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
221,gdb_223,[H]OC(C#N)(C([H])([H])[H])C([H])([H])[H],True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
222,gdb_224,[H]C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],True,Cs,2,1,0.73,pymatgen,True,3,assembly_theory_exact,
223,gdb_225,[H]OC(C([H])=O)(C([H])([H])[H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
224,gdb_226,[H]OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],True,C1,2,2,0.73,pymatgen,True,3,assembly_theory_exact,
225,gdb_227,[H]OC([H])([H])C(O[H])(C([H])([H])[H])C([H])([H])[H],True,Cs,2,1,0.73,pymatgen,True,3,assembly_theory_exact,
226,gdb_228,[H]C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],True,Cs,2,1,0.73,pymatgen,True,3,assembly_theory_exact,
227,gdb_229,[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],True,C1,2,2,0.73,pymatgen,True,3,assembly_theory_exact,
228,gdb_230,[H]C([H])([H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
229,gdb_231,[H]C([H])([H])C#CC(=O)C([H])([H])[H],True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
230,gdb_232,[H]N([H])C(=O)C#CC([H])([H])[H],True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
231,gdb_233,[H]C([H])([H])C#CC([H])(C([H])([H])[H])C([H])([H])[H],True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
232,gdb_234,[H]O[C@@]([H])(C#CC([H])([H])[H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
233,gdb_235,[H]C#CC([H])([H])C(=O)C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
234,gdb_236,[H]C([H])([H])C(=O)C([H])([H])C#N,True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
235,gdb_237,[H]C#CC([H])([H])C(=O)N([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
236,gdb_238,[H]N([H])C(=O)C([H])([H])C#N,True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
237,gdb_239,[H]/N=C(/N([H])C([H])=O)C([H])([H])[H],True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
238,gdb_240,[H][N-]C(OC([H])=O)C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
239,gdb_241,[H]C(=O)C([H])([H])C(=O)C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,3,assembly_theory_exact,
240,gdb_242,[H]/N=C(\[H])N([H])C(=O)C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
241,gdb_243,[H]C(=O)N([H])C(=O)C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,3,assembly_theory_exact,
242,gdb_244,[H][N-][C+]([H])OC(=O)C([H])([H])[H],True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
243,gdb_245,[H]/N=C(/N([H])[H])N([H])C([H])=O,True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
244,gdb_246,[H]C(=O)C([H])([H])C(=O)N([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,3,assembly_theory_exact,
245,gdb_247,[H]/N=C(\[H])N([H])C(=O)N([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
246,gdb_248,[H]C(=O)N([H])C(=O)N([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,3,assembly_theory_exact,
247,gdb_249,[H][N-][C+]([H])OC(=O)N([H])[H],True,Cs,2,1,0.73,pymatgen,True,3,assembly_theory_exact,
248,gdb_250,[H]C#CC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],True,Cs,2,1,0.73,pymatgen,True,3,assembly_theory_exact,
249,gdb_251,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N,True,Cs,2,1,0.73,pymatgen,True,3,assembly_theory_exact,
250,gdb_252,[H]C#CC([H])([H])[C@]([H])(O[H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
251,gdb_253,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C#N,True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
252,gdb_254,[H]C([H])([H])[NH+](C([H])([H])[H])C([H])([H])C#N,True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
253,gdb_255,[H]C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,3,assembly_theory_exact,
254,gdb_256,[H]C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
255,gdb_257,[H]C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
256,gdb_258,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O,True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
257,gdb_259,[H]C(=O)C([H])([H])[NH+](C([H])([H])[H])C([H])([H])[H],True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
258,gdb_260,[H]OC([H])([H])C([H])([H])C(=O)C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
259,gdb_261,[H]C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,3,assembly_theory_exact,
260,gdb_262,[H]N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
261,gdb_263,[H]N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,3,assembly_theory_exact,
262,gdb_264,[H]N([H])C(=O)N([H])C([H])([H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
263,gdb_265,[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],True,Cs,2,1,0.73,pymatgen,True,3,assembly_theory_exact,
264,gdb_266,[H]N([H])C(=O)OC([H])([H])C([H])([H])[H],True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
265,gdb_267,[H]OC(=O)C([H])([H])N([H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
266,gdb_268,[H]C([H])([H])OC([H])([H])C(=O)C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
267,gdb_269,[H]N([H])C(=O)C([H])([H])OC([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
268,gdb_270,[H]OC([H])([H])C([H])([H])C(=O)N([H])[H],True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
269,gdb_271,[H]C([H])(C(=O)[O-])C([H])([H])[N+]([H])([H])[H],True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
270,gdb_272,[H]OC([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,3,assembly_theory_exact,
271,gdb_273,[H]OC([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,3,assembly_theory_exact,
272,gdb_274,[H]C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,3,assembly_theory_exact,
273,gdb_275,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,3,assembly_theory_exact,
274,gdb_276,[H]C([H])([H])C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,3,assembly_theory_exact,
275,gdb_277,[H]C([H])([H])OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
276,gdb_278,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,3,assembly_theory_exact,
277,gdb_279,[H]C([H])([H])C(=O)C(=O)C([H])([H])[H],True,C2h,4,2,0.81,pymatgen,True,3,assembly_theory_exact,
278,gdb_280,[H]/N=C(/C(=O)C([H])([H])[H])N([H])[H],True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
279,gdb_281,[H]N([H])C(=O)C(=O)C([H])([H])[H],True,Cs,2,1,0.73,pymatgen,True,3,assembly_theory_exact,
280,gdb_282,[H]N([H])C(C(=O)[O-])=[N+]([H])[H],True,C2v,4,2,0.81,pymatgen,True,4,assembly_theory_exact,
281,gdb_283,[H]N([H])C(=O)C(=O)N([H])[H],True,C2h,4,2,0.81,pymatgen,True,3,assembly_theory_exact,
282,gdb_284,[H]C([H])([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,3,assembly_theory_exact,
283,gdb_285,[H]N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
284,gdb_286,[H]OC(=O)[C@]([H])(N([H])[H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
285,gdb_287,[H]O[C@@]([H])(C(=O)C([H])([H])[H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
286,gdb_288,[H]O[C@@]([H])(C(=O)N([H])[H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
287,gdb_289,[H]C([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
288,gdb_290,[H]N([H])C(=O)N(C([H])([H])[H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
289,gdb_291,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],True,C2h,4,2,0.81,pymatgen,True,3,assembly_theory_exact,
290,gdb_292,[H]O[C@]([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,3,assembly_theory_exact,
291,gdb_293,[H]O[C@]([H])(C([H])([H])[H])[C@]([H])(O[H])C([H])([H])[H],True,C2,2,2,0.73,pymatgen,True,3,assembly_theory_exact,
292,gdb_294,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],True,Cs,2,1,0.73,pymatgen,True,3,assembly_theory_exact,
293,gdb_295,[H]C([H])([H])C1(C([H])([H])[H])OC([H])([H])C1([H])[H],True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
294,gdb_296,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])OC1([H])[H],True,C2v,4,2,0.81,pymatgen,True,3,assembly_theory_exact,
295,gdb_297,[H]OC1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],True,Cs,2,1,0.73,pymatgen,True,4,assembly_theory_exact,
296,gdb_298,[H]OC1(C([H])([H])[H])C([H])([H])OC1([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,3,assembly_theory_exact,
297,gdb_299,[H]O[C@]1([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,4,assembly_theory_exact,
298,gdb_300,[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@@]1([H])O[H],True,C1,1,1,0.6900000000000001,pymatgen,True,3,assembly_theory_exact,
299,gdb_301,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])[C@]1([H])C([H])([H])[H],True,C1,1,1,0.6900000000000001,pymatgen,True,3,assembly_theory_exact,
