point_group,order,max_rotation_order,confidence,tolerance_used,method,conformer_index,smiles,assembly_index
Cs,2,1,0.73,0.3,pymatgen,1,[H]C([H])([H])[NH+](C([H])([H])[H])C([H])([H])C#N,4.91
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],5.0
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H],4.91
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H],4.81
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O,4.81
Cs,2,1,0.73,0.3,pymatgen,2,[H]C(=O)C([H])([H])[NH+](C([H])([H])[H])C([H])([H])[H],5.0
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC([H])([H])C([H])([H])C(=O)C([H])([H])[H],4.81
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H],5.0
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H],4.91
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[H],4.91
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]N([H])C(=O)N([H])C([H])([H])C([H])([H])[H],4.81
Cs,2,1,0.73,0.3,pymatgen,0,[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],4.81
Cs,2,1,0.73,0.3,pymatgen,1,[H]N([H])C(=O)OC([H])([H])C([H])([H])[H],4.7
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC(=O)C([H])([H])N([H])C([H])([H])[H],4.7
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])OC([H])([H])C(=O)C([H])([H])[H],4.81
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]N([H])C(=O)C([H])([H])OC([H])([H])[H],4.7
Cs,2,1,0.73,0.3,pymatgen,0,[H]OC([H])([H])C([H])([H])C(=O)N([H])[H],4.7
Cs,2,1,0.73,0.3,pymatgen,0,[H]C([H])(C(=O)[O-])C([H])([H])[N+]([H])([H])[H],4.7
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],5.17
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])[H],5.0
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],5.32
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],5.17
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])[H],5.17
Cs,2,1,0.73,0.3,pymatgen,3,[H]C([H])([H])OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],5.17
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])[H],5.0
C2h,4,2,0.81,0.3,pymatgen,0,[H]C([H])([H])C(=O)C(=O)C([H])([H])[H],4.58
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]/N=C(/C(=O)C([H])([H])[H])N([H])[H],4.58
Cs,2,1,0.73,0.3,pymatgen,0,[H]N([H])C(=O)C(=O)C([H])([H])[H],4.46
C2v,4,2,0.81,0.3,pymatgen,0,[H]N([H])C(C(=O)[O-])=[N+]([H])[H],4.32
C2h,4,2,0.81,0.3,pymatgen,0,[H]N([H])C(=O)C(=O)N([H])[H],4.32
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],5.0
Cs,2,1,0.73,0.3,pymatgen,0,[H]N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],4.91
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC(=O)[C@]([H])(N([H])[H])C([H])([H])[H],4.7
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]O[C@@]([H])(C(=O)C([H])([H])[H])C([H])([H])[H],4.81
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]O[C@@]([H])(C(=O)N([H])[H])C([H])([H])[H],4.7
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])[H],4.91
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]N([H])C(=O)N(C([H])([H])[H])C([H])([H])[H],4.81
C2h,4,2,0.81,0.3,pymatgen,0,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],5.32
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]O[C@]([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],5.17
C2,2,2,0.73,0.3,pymatgen,4,[H]O[C@]([H])(C([H])([H])[H])[C@]([H])(O[H])C([H])([H])[H],5.0
Cs,2,1,0.73,0.3,pymatgen,0,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],6.67
Cs,2,1,0.73,0.3,pymatgen,0,[H]C([H])([H])C1(C([H])([H])[H])OC([H])([H])C1([H])[H],6.5
Cs,2,1,0.73,0.3,pymatgen,0,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])OC1([H])[H],6.5
Cs,2,1,0.73,0.3,pymatgen,3,[H]OC1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],6.5
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC1(C([H])([H])[H])C([H])([H])OC1([H])[H],6.31
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]O[C@]1([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],6.5
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@@]1([H])O[H],6.31
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])[C@]1([H])C([H])([H])[H],6.67
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]O[C@@]1(C([H])([H])[H])C([H])([H])[C@]1([H])C([H])([H])[H],6.5
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])C1(C([H])([H])[H])O[C@]1([H])C([H])([H])[H],6.5
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])[N@H+]1C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],6.67
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H][N-]C1O[C@@]([H])(C([H])([H])[H])C1([H])[H],6.31
Cs,2,1,0.73,0.3,pymatgen,0,[H]C([H])([H])C1([H])C([H])([H])C(=O)C1([H])[H],6.31
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]N1C(=O)C([H])([H])[C@]1([H])C([H])([H])[H],6.2
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])[C@]1([H])OC(=O)C1([H])[H],6.08
Cs,2,1,0.73,0.3,pymatgen,0,[H]C([H])([H])[NH+]1C([H])([H])C(=O)C1([H])[H],6.31
Cs,2,1,0.73,0.3,pymatgen,1,[H]OC1([H])C([H])([H])C(=O)C1([H])[H],6.08
C2v,4,2,0.81,0.3,pymatgen,0,[H]C([H])([H])[C@]1([H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],6.67
Cs,2,1,0.73,0.3,pymatgen,0,[H]C([H])([H])[C@]1([H])O[C@]([H])(C([H])([H])[H])C1([H])[H],6.5
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]O[C@]1([H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],6.5
Cs,2,1,0.73,0.3,pymatgen,2,[H]O[C@]1([H])C([H])([H])[N@@H+](C([H])([H])[H])C1([H])[H],6.5
Cs,2,1,0.73,0.3,pymatgen,4,[H]O[C@]1([H])C([H])([H])[C@]([H])(O[H])C1([H])[H],6.31
C3v,6,3,0.89,0.3,pymatgen,0,[H]C([H])([H])[C@]12C([H])([H])[C@]([H])(C1([H])[H])C2([H])[H],8.0
C3v,6,3,0.89,0.3,pymatgen,0,[H]C([H])([H])C12C([H])([H])[NH+](C1([H])[H])C2([H])[H],8.0
Cs,2,1,0.73,0.3,pymatgen,0,[H]O[C@]12C([H])([H])[C@]([H])(C1([H])[H])C2([H])[H],7.81
Cs,2,1,0.73,0.3,pymatgen,0,[H]OC12C([H])([H])[NH+](C1([H])[H])C2([H])[H],7.81
C2v,4,2,0.81,0.3,pymatgen,0,[H]C#CC(=O)C#C[H],4.0
Cs,2,1,0.73,0.3,pymatgen,0,[H]C#CC(=O)C#N,3.81
C2v,4,2,0.81,0.3,pymatgen,0,N#CC(=O)C#N,3.58
Cs,2,1,0.73,0.3,pymatgen,0,[H]C#CC(=O)C([H])=O,4.0
Cs,2,1,0.73,0.3,pymatgen,0,[H]C(=O)C(=O)C#N,3.81
C2v,4,2,0.81,0.3,pymatgen,0,[H]C(=O)C(=O)C([H])=O,4.0
Cs,2,1,0.73,0.3,pymatgen,0,[H]C#CC([H])(C#C[H])C([H])([H])[H],4.58
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C#C[C@@]([H])(C#N)C([H])([H])[H],4.46
Cs,2,1,0.73,0.3,pymatgen,0,[H]C([H])([H])C([H])(C#N)C#N,4.32
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C#C[C@@]([H])(C#N)N([H])[H],4.32
Cs,2,1,0.73,0.3,pymatgen,2,[H]N([H])C([H])(C#N)C#N,4.17
Cs,2,1,0.73,0.3,pymatgen,0,[H]C#CC([H])(C#C[H])O[H],4.32
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C#C[C@@]([H])(C#N)O[H],4.17
Cs,2,1,0.73,0.3,pymatgen,0,[H]OC([H])(C#N)C#N,4.0
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C#C[C@]([H])(C([H])=O)C([H])([H])[H],4.58
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C(=O)[C@@]([H])(C#N)C([H])([H])[H],4.46
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C#C[C@@]([H])(O[H])C([H])=O,4.32
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]O[C@]([H])(C#N)C([H])=O,4.17
Cs,2,1,0.73,0.3,pymatgen,0,[H]C(=O)C([H])(C([H])=O)C([H])([H])[H],4.58
Cs,2,1,0.73,0.3,pymatgen,0,[H]/N=C(\[H])N(C([H])=O)C([H])([H])[H],4.58
Cs,2,1,0.73,0.3,pymatgen,0,[H]C(=O)N(C([H])=O)C([H])([H])[H],4.46
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC([H])(C([H])=O)C([H])=O,4.32
Cs,2,1,0.73,0.3,pymatgen,1,[H]N([H])/C(C#N)=N\C([H])([H])[H],4.46
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C(=O)/C(=N/C([H])([H])[H])N([H])[H],4.58
Cs,2,1,0.73,0.3,pymatgen,4,[H]C#CC(=O)C([H])([H])C([H])([H])[H],4.58
Cs,2,1,0.73,0.3,pymatgen,1,[H]C([H])([H])C([H])([H])C(=O)C#N,4.46
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]/N=C(\C#N)N([H])C([H])([H])[H],4.46
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C#CC(=O)N([H])C([H])([H])[H],4.46
Cs,2,1,0.73,0.3,pymatgen,0,[H]C#CC(=O)OC([H])([H])[H],4.32
Cs,2,1,0.73,0.3,pymatgen,0,[H]C([H])([H])OC(=O)C#N,4.17
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C#CC(=O)C([H])([H])O[H],4.32
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC([H])([H])C(=O)C#N,4.17
Cs,2,1,0.73,0.3,pymatgen,3,[H]C(=O)C(=O)C([H])([H])C([H])([H])[H],4.58
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]/N=C(\C([H])=O)N([H])C([H])([H])[H],4.58
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C(=O)C(=O)N([H])C([H])([H])[H],4.46
Cs,2,1,0.73,0.3,pymatgen,0,[H]C(=O)C(=O)OC([H])([H])[H],4.32
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC([H])([H])C(=O)C([H])=O,4.32
C2,2,2,0.73,0.3,pymatgen,3,[H]C([H])([H])C([H])([H])C(=O)C([H])([H])C([H])([H])[H],5.0
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC([H])([H])C(=O)C([H])([H])C([H])([H])[H],4.81
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]N(C(=O)C([H])([H])C([H])([H])[H])C([H])([H])[H],4.91
Cs,2,1,0.73,0.3,pymatgen,0,[H]C([H])([H])OC(=O)C([H])([H])C([H])([H])[H],4.81
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC([H])([H])C(=O)N([H])C([H])([H])[H],4.7
C2,2,2,0.73,0.3,pymatgen,0,[H]N(C(=O)N([H])C([H])([H])[H])C([H])([H])[H],4.81
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]N(C(=O)OC([H])([H])[H])C([H])([H])[H],4.7
Cs,2,1,0.73,0.3,pymatgen,0,[H]N([H])C([H])([H])C(=O)OC([H])([H])[H],4.7
Cs,2,1,0.73,0.3,pymatgen,3,[H]OC([H])([H])C(=O)OC([H])([H])[H],4.58
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC([H])([H])C(=O)C([H])([H])O[H],4.58
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])[NH2+]C(OC([H])([H])[H])C([H])([H])[H],5.17
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C#C[C@@]([H])(C([H])([H])[H])C([H])([H])O[H],4.81
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC([H])([H])[C@@]([H])(C#N)C([H])([H])[H],4.7
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C#C[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],5.0
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H],4.91
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]N([H])[C@@]([H])(C#N)C([H])([H])C([H])([H])[H],4.81
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C#C[C@]([H])(O[H])C([H])([H])C([H])([H])[H],4.81
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]O[C@@]([H])(C#N)C([H])([H])C([H])([H])[H],4.7
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]N(C([H])([H])[H])[C@]([H])(C#N)C([H])([H])[H],4.81
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C#C[C@@]([H])(OC([H])([H])[H])C([H])([H])[H],4.81
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])O[C@]([H])(C#N)C([H])([H])[H],4.7
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC([H])([H])[C@@]([H])(C#N)N([H])[H],4.58
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]N([H])C([H])([H])[C@]([H])(C#N)N([H])[H],4.7
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]O[C@@]([H])(C#N)C([H])([H])N([H])[H],4.58
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C#C[C@]([H])(O[H])C([H])([H])O[H],4.58
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC([H])([H])[C@]([H])(C#N)O[H],4.46
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC([H])([H])[C@@]([H])(C([H])=O)C([H])([H])[H],4.81
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C(=O)[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],5.0
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]O[C@@]([H])(C([H])=O)C([H])([H])C([H])([H])[H],4.81
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C(=O)N(C([H])([H])[H])C([H])([H])C([H])([H])[H],4.91
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C(=O)[C@@]([H])(OC([H])([H])[H])C([H])([H])[H],4.81
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC([H])([H])[C@@]([H])(O[H])C([H])=O,4.58
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])O[H],5.0
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],5.32
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],5.17
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],5.17
Cs,2,1,0.73,0.3,pymatgen,1,[H]OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],5.17
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC([H])([H])[C@]([H])(O[H])C([H])([H])C([H])([H])[H],5.0
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC([H])([H])[C@@]([H])(OC([H])([H])[H])C([H])([H])[H],5.0
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC([H])([H])C([H])(O[H])C([H])([H])O[H],4.81
Cs,2,1,0.73,0.3,pymatgen,0,[H]C#CC1(C([H])([H])[H])C([H])([H])C1([H])[H],6.31
Cs,2,1,0.73,0.3,pymatgen,0,[H]C([H])([H])C1(C#N)C([H])([H])C1([H])[H],6.2
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C#C[C@@]1(C([H])([H])[H])N([H])C1([H])[H],6.2
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]N1C([H])([H])[C@]1(C#N)C([H])([H])[H],6.08
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C#C[C@@]1(C([H])([H])[H])OC1([H])[H],6.08
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])[C@]1(C#N)OC1([H])[H],5.96
Cs,2,1,0.73,0.3,pymatgen,0,[H]N([H])C1(C#N)C([H])([H])C1([H])[H],6.08
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C#CC1(O[H])C([H])([H])C1([H])[H],6.08
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC1(C#N)C([H])([H])C1([H])[H],5.96
Cs,2,1,0.73,0.3,pymatgen,2,[H]C(=O)C1(C([H])([H])[H])C([H])([H])C1([H])[H],6.31
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C(=O)[C@@]1(C([H])([H])[H])N([H])C1([H])[H],6.2
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C(=O)[C@@]1(C([H])([H])[H])OC1([H])[H],6.08
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC1(C([H])=O)C([H])([H])C1([H])[H],6.08
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],6.5
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC([H])([H])[C@@]1(C([H])([H])[H])N([H])C1([H])[H],6.41
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC([H])([H])[C@@]1(C([H])([H])[H])OC1([H])[H],6.31
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],6.67
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])OC1([H])[H],6.5
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC1(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],6.5
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])OC1(C([H])([H])[H])C([H])([H])C1([H])[H],6.5
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]OC([H])([H])C1(O[H])C([H])([H])C1([H])[H],6.31
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C1([H])C(=O)[C@@]([H])(C([H])([H])[H])C1([H])[H],6.31
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]N1C(=O)[C@@]([H])(C([H])([H])[H])C1([H])[H],6.2
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H][N-]C1OC([H])([H])[C@]1([H])C([H])([H])[H],6.31
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])[C@]1([H])C(=O)OC1([H])[H],6.08
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]N1C([H])([H])C(=O)[C@@]1([H])C([H])([H])[H],6.2
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C1([H])O[C@]([H])(C([H])([H])[H])C1=O,6.08
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])N1C(=O)C([H])([H])C1([H])[H],6.2
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H][N-]C1OC([H])([H])[C@]1([H])N([H])[H],6.2
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]N([H])[C@]1([H])C(=O)OC1([H])[H],5.96
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]O[C@]1([H])C(=O)C([H])([H])C1([H])[H],6.08
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]O[C@]1([H])C(=O)N([H])C1([H])[H],5.96
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H][N-]C1OC([H])([H])[C@]1([H])O[H],6.08
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]O[C@]1([H])C(=O)OC1([H])[H],5.82
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[H],6.67
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]O[C@]1([H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],6.5
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])[C@@]1([H])C([H])([H])O[C@@]1([H])C([H])([H])[H],6.5
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]O[C@]1([H])C([H])([H])O[C@]1([H])C([H])([H])[H],6.31
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]1([H])O[H],6.31
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H][N-]C1N([H])C([H])=NC1([H])[H],6.08
C2v,4,2,0.81,0.3,pymatgen,0,[H]C1=C([H])C([H])([H])C(=O)C1([H])[H],6.08
Cs,2,1,0.73,0.3,pymatgen,0,[H]C1=C([H])C([H])([H])C(=O)N1[H],5.96
Cs,2,1,0.73,0.3,pymatgen,0,[H]C1=NC([H])([H])C(=O)N1[H],5.82
Cs,2,1,0.73,0.3,pymatgen,0,[H]C1=NC([H])([H])C(=O)O1,5.67
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H][N-]C1OC([H])([H])C([H])=C1[H],6.08
Cs,2,1,0.73,0.3,pymatgen,0,[H]C1=C([H])C([H])([H])C([H])([H])C1=O,6.08
Cs,2,1,0.73,0.3,pymatgen,0,[H]C1=C([H])C([H])([H])N([H])C1=O,5.96
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H][N-]C1OC([H])([H])C([H])([H])C1([H])[H],6.31
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H][N-]C1OC([H])([H])OC1([H])[H],6.08
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H][N-]C1OC([H])([H])C([H])([H])O1,6.08
C2,2,2,0.73,0.3,pymatgen,0,[H]C1([H])C(=O)C([H])([H])C([H])([H])C1([H])[H],6.31
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]N1C(=O)C([H])([H])C([H])([H])C1([H])[H],6.2
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C1([H])OC(=O)C([H])([H])C1([H])[H],6.08
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C1([H])OC([H])([H])C([H])([H])C1=O,6.08
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C1([H])OC(=O)C([H])([H])O1,5.82
C2,2,2,0.73,0.3,pymatgen,0,[H]N1C(=O)N([H])C([H])([H])C1([H])[H],6.08
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]N1C(=O)OC([H])([H])C1([H])[H],5.96
C2,2,2,0.73,0.3,pymatgen,0,[H]C1([H])OC(=O)OC1([H])[H],5.82
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],6.5
Cs,2,1,0.73,0.3,pymatgen,0,[H]C1=C(C([H])([H])[H])C([H])([H])OC1([H])[H],6.31
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])C1=NC([H])([H])C([H])([H])O1,6.2
Cs,2,1,0.73,0.3,pymatgen,0,[H]C1=C([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],6.5
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H][C+]1[NH2+]C([H])([H])[C@]([H])(C([H])([H])[H])O1,6.41
Cs,2,1,0.73,0.3,pymatgen,0,[H]OC1([H])C([H])([H])C([H])=C([H])C1([H])[H],6.31
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C1=C([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C1([H])[H],6.5
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H][C+]1[NH2+][C@@]([H])(C([H])([H])[H])C([H])([H])O1,6.41
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C1=C([H])[C@@]([H])(C([H])([H])[H])OC1([H])[H],6.31
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]O[C@]1([H])C([H])=C([H])C([H])([H])C1([H])[H],6.31
Cs,2,1,0.73,0.3,pymatgen,0,[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],6.67
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C1([H])O[C@@]([H])(C([H])([H])[H])C([H])([H])C1([H])[H],6.5
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C1([H])OC([H])([H])[C@@]([H])(C([H])([H])[H])C1([H])[H],6.5
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C1([H])OC([H])([H])[C@]([H])(C([H])([H])[H])O1,6.31
C1,1,1,0.6900000000000001,0.3,pymatgen,0,[H]C([H])([H])C1([H])OC([H])([H])C([H])([H])O1,6.31
