point_group,order,max_rotation_order,confidence,tolerance_used,method,conformer_index,smiles,assembly_index
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])O[H],5.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])C(C#N)(C([H])([H])[H])C([H])([H])[H],5.0
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N([H])C([H])([H])[C@](C#N)(N([H])[H])C([H])([H])[H],5.0
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])[C@](C#N)(N([H])[H])C([H])([H])[H],4.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@](C#N)(C([H])([H])[H])C([H])([H])N([H])[H],4.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C#C[C@@](O[H])(C([H])([H])[H])C([H])([H])O[H],4.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])[C@](C#N)(O[H])C([H])([H])[H],4.81
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],5.25
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C([H])([H])C([H])([H])C(C#N)(C([H])([H])[H])C([H])([H])[H],5.17
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N([H])[C@](C#N)(C([H])([H])[H])C([H])([H])C([H])([H])[H],5.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C#C[C@@](O[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],5.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@](C#N)(C([H])([H])[H])C([H])([H])C([H])([H])[H],5.0
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N(C([H])([H])[H])C(C#N)(C([H])([H])[H])C([H])([H])[H],5.09
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C#CC(OC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],5.09
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C([H])([H])OC(C#N)(C([H])([H])[H])C([H])([H])[H],5.0
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]OC([H])([H])C(C([H])=O)(C([H])([H])[H])C([H])([H])[H],5.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])[C@@](O[H])(C([H])=O)C([H])([H])[H],4.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],5.25
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@](C([H])=O)(C([H])([H])[H])C([H])([H])C([H])([H])[H],5.09
C1,2,2,0.73,0.5,pymatgen,1.0,[H]C(=O)C(OC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],5.09
C1,2,2,0.73,0.5,pymatgen,0.0,[H]OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])O[H],5.25
Cs,2,1,0.73,0.5,pymatgen,1.0,[H]OC([H])([H])C(O[H])(C([H])([H])[H])C([H])([H])O[H],5.09
C2,2,2,0.73,0.5,pymatgen,2.0,[H]C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],5.52
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],5.39
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],5.39
Cs,2,1,0.73,0.5,pymatgen,2.0,[H]OC(C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],5.39
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])[C@@](O[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],5.25
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])C(OC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],5.25
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C#CC([H])([H])C(=O)C([H])([H])[H],4.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N([H])C(=O)C([H])([H])C#CC([H])([H])[H],4.81
C1,2,2,0.73,0.5,pymatgen,4.0,[H]C([H])([H])C#CC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],5.25
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C#CC([H])([H])[H],5.09
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C#CC#CC(=O)C([H])([H])[H],4.46
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C([H])([H])C(=O)C#CC#N,4.32
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C#CC#CC(=O)N([H])[H],4.32
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]N([H])C(=O)C#CC#N,4.17
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C(=O)C#CC(=O)C([H])([H])[H],4.46
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C(=O)C#CC(=O)N([H])[H],4.32
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C#CC([H])([H])OC([N-][H])C([H])([H])[H],4.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][N-]C(OC([H])([H])C#N)C([H])([H])[H],4.81
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C#CC([H])([H])C([H])([H])C(=O)C([H])([H])[H],4.91
Cs,2,1,0.73,0.5,pymatgen,1.0,[H]C([H])([H])C(=O)C([H])([H])C([H])([H])C#N,4.81
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C#CC([H])([H])N([H])C(=O)C([H])([H])[H],4.81
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]N(C(=O)C([H])([H])[H])C([H])([H])C#N,4.7
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C#CC([H])([H])OC(=O)C([H])([H])[H],4.7
Cs,2,1,0.73,0.5,pymatgen,2.0,[H]C([H])(C#N)OC(=O)C([H])([H])[H],4.58
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C#CC([H])([H])C([H])([H])C(=O)N([H])[H],4.81
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]N([H])C(=O)C([H])([H])C([H])([H])C#N,4.7
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C#CC([H])([H])N([H])C(=O)N([H])[H],4.7
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N([H])C(=O)N([H])C([H])([H])C#N,4.58
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C#CC([H])([H])OC(=O)N([H])[H],4.58
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]N([H])C(=O)OC([H])([H])C#N,4.46
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][N-]C(OC([H])([H])C([H])=O)C([H])([H])[H],4.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)C([H])([H])C([H])([H])C(=O)C([H])([H])[H],4.91
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C(=O)N([H])C([H])([H])C(=O)C([H])([H])[H],4.81
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][N-][C+]([H])OC([H])([H])C(=O)C([H])([H])[H],4.81
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)OC([H])([H])C(=O)C([H])([H])[H],4.7
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C(=O)C([H])([H])N([H])C(=O)C([H])([H])[H],4.81
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)C([H])([H])OC(=O)C([H])([H])[H],4.7
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C(=O)C([H])([H])C([H])([H])C(=O)N([H])[H],4.81
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)N([H])C([H])([H])C(=O)N([H])[H],4.7
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][N-][C+]([H])OC([H])([H])C(=O)N([H])[H],4.7
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C(=O)OC([H])([H])C(=O)N([H])[H],4.58
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)C([H])([H])N([H])C(=O)N([H])[H],4.7
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)C([H])([H])OC(=O)N([H])[H],4.58
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC(=O)C([H])([H])/N=C(\[H])N([H])[H],4.7
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C#CC#CC([H])(C([H])([H])[H])C([H])([H])[H],4.91
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C([H])([H])C([H])(C#CC#N)C([H])([H])[H],4.81
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C#CC#C[C@]([H])(O[H])C([H])([H])[H],4.7
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]([H])(C#CC#N)C([H])([H])[H],4.58
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)C#CC([H])(C([H])([H])[H])C([H])([H])[H],4.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]([H])(C#CC([H])=O)C([H])([H])[H],4.7
C1,2,2,0.73,0.5,pymatgen,0.0,[H]C#CC([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],5.25
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C#N,5.17
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N(C([H])([H])C#N)C([H])(C([H])([H])[H])C([H])([H])[H],5.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C#CC([H])([H])OC([H])(C([H])([H])[H])C([H])([H])[H],5.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])(C#N)OC([H])(C([H])([H])[H])C([H])([H])[H],5.0
C1,2,2,0.73,0.5,pymatgen,0.0,[H]C#CC([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])[H],5.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C#N,5.0
Cs,2,1,0.73,0.5,pymatgen,4.0,[H]C([H])([H])[NH+](C([H])([H])[H])C([H])([H])C([H])([H])C#N,5.17
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],5.25
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],5.17
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C(=O)OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],5.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])[H],5.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=O,5.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])N([H])C([H])=O,5.0
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][N-][C+]([H])OC([H])([H])[C@]([H])(O[H])C([H])([H])[H],5.0
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])OC([H])=O,4.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]/C(=N\C([H])([H])[H])N([H])C(=O)C([H])([H])[H],4.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]/C(=N\C([H])([H])[H])N([H])C(=O)N([H])[H],4.81
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][C+]([NH2+]C([H])([H])[H])OC(=O)C([H])([H])[H],5.0
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][C+]([NH2+]C([H])([H])[H])OC(=O)N([H])[H],4.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC(=O)C([H])([H])/N=C(\[H])N([H])[H],4.7
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][C+]([NH2+]C([H])([H])[H])OC([H])(C([H])([H])[H])C([H])([H])[H],5.32
Cs,2,1,0.73,0.5,pymatgen,1.0,[H]OC([H])([H])C#CC(=O)C([H])([H])[H],4.7
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C([H])([H])C(=O)C#CC([H])([H])C([H])([H])[H],4.91
Cs,2,1,0.73,0.5,pymatgen,1.0,[H]N([H])C(=O)C#CC([H])([H])C([H])([H])[H],4.81
Cs,2,1,0.73,0.5,pymatgen,1.0,[H]OC([H])([H])C#CC(=O)N([H])[H],4.58
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]OC(=O)C#CC([H])([H])N([H])[H],4.58
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])C#CC([H])(C([H])([H])[H])C([H])([H])[H],5.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])C#C[C@]([H])(O[H])C([H])([H])[H],4.91
Cs,2,1,0.73,0.5,pymatgen,3.0,[H]C([H])([H])C([H])([H])C#CC([H])(C([H])([H])[H])C([H])([H])[H],5.25
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]([H])(C#CC([H])([H])C([H])([H])[H])C([H])([H])[H],5.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][C+]([NH2+]C([H])(C([H])([H])[H])C([H])([H])[H])OC([H])([H])[H],5.32
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][N-]C(OC([H])([H])C([H])([H])O[H])C([H])([H])[H],5.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])C([H])([H])C([H])([H])C(=O)C([H])([H])[H],5.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H],5.0
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])C([H])([H])OC(=O)C([H])([H])[H],4.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],5.25
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],5.17
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],5.17
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])[H],5.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])C([H])([H])[H],5.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N([H])C(=O)OC([H])([H])C([H])([H])C([H])([H])[H],5.0
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC(=O)C([H])([H])N([H])C([H])([H])C([H])([H])[H],5.0
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C(=O)C([H])([H])OC([H])([H])C([H])([H])[H],5.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N([H])C(=O)C([H])([H])OC([H])([H])C([H])([H])[H],5.0
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC(=O)C([H])([H])C([H])([H])N([H])C([H])([H])[H],5.0
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])OC([H])([H])C([H])([H])C(=O)C([H])([H])[H],5.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N([H])C(=O)C([H])([H])C([H])([H])OC([H])([H])[H],5.0
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])C([H])([H])C([H])([H])C(=O)N([H])[H],5.0
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])C([H])([H])N([H])C(=O)N([H])[H],4.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])C([H])([H])OC(=O)N([H])[H],4.81
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])N([H])[H],5.0
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],5.39
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])[H],5.25
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])[H],5.25
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],5.52
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],5.39
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C([H])([H])C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])[H],5.39
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C([H])([H])OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],5.39
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])C([H])([H])[H],5.25
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])OC([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],5.39
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])[H],5.25
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C([H])([H])C1(C([H])([H])[H])C(=O)C([H])([H])C1([H])[H],6.59
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]N1C(=O)C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],6.5
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][N-]C1OC([H])([H])C1(C([H])([H])[H])C([H])([H])[H],6.59
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C([H])([H])C1(C([H])([H])[H])C(=O)OC1([H])[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N1C([H])([H])C(=O)C1(C([H])([H])[H])C([H])([H])[H],6.5
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C1([H])OC(C([H])([H])[H])(C([H])([H])[H])C1=O,6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N([H])[C@@]1(C([H])([H])[H])C(=O)OC1([H])[H],6.31
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1(C([H])([H])[H])C(=O)C([H])([H])C1([H])[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1(C([H])([H])[H])C(=O)N([H])C1([H])[H],6.31
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][N-]C1OC([H])([H])[C@]1(O[H])C([H])([H])[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1(C([H])([H])[H])C(=O)OC1([H])[H],6.2
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]1([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]1([H])C([H])([H])OC1(C([H])([H])[H])C([H])([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])O[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],6.89
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C1(C([H])([H])[H])OC([H])([H])[C@]1([H])C([H])([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])O[C@]1([H])C([H])([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1(C([H])([H])[H])C([H])([H])O[C@]1([H])C([H])([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C#C[C@]1([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])[C@@]1([H])C#N,6.5
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C#C[C@]1([H])N([H])C1(C([H])([H])[H])C([H])([H])[H],6.5
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N1C(C([H])([H])[H])(C([H])([H])[H])[C@]1([H])C#N,6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C#C[C@]1([H])OC1(C([H])([H])[H])C([H])([H])[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C1(C([H])([H])[H])O[C@@]1([H])C#N,6.31
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C#C[C@]1([H])C([H])([H])[C@]1(O[H])C([H])([H])[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@@]1([H])C#N,6.31
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)[C@]1([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)N1C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],6.5
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)[C@]1([H])N([H])C1(C([H])([H])[H])C([H])([H])[H],6.5
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)[C@]1([H])OC1(C([H])([H])[H])C([H])([H])[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])=O,6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])[C@]1([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])[C@]1([H])N([H])C1(C([H])([H])[H])C([H])([H])[H],6.67
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])[C@]1([H])OC1(C([H])([H])[H])C([H])([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])[C@]1([H])C([H])([H])[C@]1(O[H])C([H])([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],6.89
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1(C([H])([H])[H])C([H])([H])[C@]1([H])C([H])([H])C([H])([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C([H])([H])[C@@]1([H])OC1(C([H])([H])[H])C([H])([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C([H])([H])[N@H+]1C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],6.89
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])O[C@@]1([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1(C([H])([H])[H])C([H])([H])[C@]1([H])OC([H])([H])[H],6.59
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C1=C([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][C+]1[NH2+]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])O1,6.67
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]OC1(C([H])([H])[H])C([H])([H])C([H])=C([H])C1([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C1=C([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C1([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][C+]1[NH2+]C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])O1,6.67
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C1=C([H])C(C([H])([H])[H])(C([H])([H])[H])OC1([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1(C([H])([H])[H])C([H])=C([H])C([H])([H])C1([H])[H],6.59
C2,2,2,0.73,0.5,pymatgen,0.0,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],6.89
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C1(C([H])([H])[H])OC([H])([H])C([H])([H])C1([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])OC([H])([H])C1([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C1([H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])O1,6.59
C2,2,2,0.73,0.5,pymatgen,0.0,[H]C([H])([H])C1(C([H])([H])[H])OC([H])([H])C([H])([H])O1,6.59
Cs,2,1,0.73,0.5,pymatgen,3.0,[H]OC1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1(C([H])([H])[H])C([H])([H])OC([H])([H])C1([H])[H],6.59
Cs,2,1,0.73,0.5,pymatgen,3.0,[H]O[C@@]1([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]1([H])O[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@@]1(O[H])C([H])([H])[H],6.41
