mol_index,smiles,assembly_index,current_pg,current_order,trusted_pg,trusted_order,tolerance,exact_label_match,order_match,order_abs_delta,current_pg_coarse,trusted_pg_coarse,coarse_label_match,coarse_order_match
51610,[H][N-][C+]([H])OC([H])([H])C([H])([H])C([H])([H])O[C+]([H])[N-][H],4.0,C1,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
657,[H]C1([H])C([H])([H])[C@]2([H])C([H])([H])C([H])([H])[C@]12[H],4.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
6008,[H]C([H])([H])C(=O)C([H])([H])C([H])([H])C(=O)C([H])([H])[H],4.0,C2h,4,C2,2,0.5,False,False,2,C2h,C2,False,False
12589,[H]C([H])([H])N1C(=O)N(C([H])([H])[H])C([H])([H])C1([H])[H],5.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
45185,[H]C1([H])C(=O)C2(C(=O)C1([H])[H])C([H])([H])C2([H])[H],5.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
130502,[H]c1c(F)c([H])c(N([H])[H])c([H])c1N([H])[H],5.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
171,[H]c1nnc([H])o1,3.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
130504,[H]c1c(F)c([H])c(N([H])[H])c([H])c1F,5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
23444,[H]c1nc(F)nc([H])c1N([H])[H],6.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
5663,[H]c1oc([H])c2c1OC([H])([H])O2,5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
23441,[H]c1c([H])c(N([H])[H])c([H])c([H])c1F,5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
5662,[H]c1c2c(c([H])n1[H])OC([H])([H])O2,5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
136,[H]OC([H])([H])C([H])([H])C([H])([H])O[H],2.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
8708,[H]N(C(=O)C(=O)N([H])C([H])([H])[H])C([H])([H])[H],4.0,C2,2,C2h,4,0.5,False,False,2,C2,C2h,False,False
12319,[H]C1=C([H])N([H])C(=O)N([H])C([H])=C1[H],5.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
27022,[H]N([H])c1nc(=O)nc(N([H])[H])o1,5.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
23446,[H]c1nc(N([H])[H])nc([H])c1F,6.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
2591,[H]C#CC([H])([H])OC([H])([H])C#C[H],3.0,C1,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
26981,[H]c1c(C([H])([H])[H])oc(C([H])([H])[H])c([H])c1=O,5.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
313,[H]O[C@]1([H])C([H])([H])[C@]([H])(O[H])C1([H])[H],3.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
43110,[H]C1([H])C(=O)C(=O)C([H])([H])C12C([H])([H])C2([H])[H],5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
2618,[H]C(=O)C([H])([H])OC([H])([H])C([H])=O,3.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
27009,[H]c1c(N([H])[H])oc(N([H])[H])c([H])c1=O,5.0,C1,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
355,[H]C([H])([H])C([H])([H])C(=O)C([H])([H])C([H])([H])[H],3.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
121588,[H]C([H])([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H],3.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
134,[H]C([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H],2.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
128502,[H]N([H])c1nonc(N([H])[H])c1=O,5.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
25961,[H]c1nc([H])nc(N(C([H])([H])[H])C([H])([H])[H])n1,6.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
45094,[H]C1=C([H])N([H])C(=O)N([H])C(=O)N1[H],5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
47248,[H]C(=O)C#CC([H])([H])C#CC([H])=O,4.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
24559,[H]c1c([H])n([H])c([H])c([H])c(=O)c1=O,5.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
24561,[H]c1oc([H])c([H])c(=O)c(=O)c1[H],5.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
25956,[H]c1nc([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])n1,7.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
36395,[H]C([H])(OC([H])([H])C1([H])C([H])([H])C1([H])[H])C1([H])C([H])([H])C1([H])[H],4.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
124107,[H]C([H])([H])c1nonc(C([H])([H])[H])c1=O,5.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
4309,[H]c1nc(C([H])([H])[H])nc(C([H])([H])[H])n1,4.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
24565,[H][N-]C1=NC([H])=C([H])N=C([N-][H])N1[H],5.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
24554,[H][N-]C1=C([N-][H])N=C([H])N([H])C([H])=N1,5.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
36498,[H]C1([H])OC([H])([H])[C@]23C([H])([H])OC([H])([H])[C@]12C3([H])[H],5.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
25958,[H]c1nc(N(C([H])([H])[H])C([H])([H])[H])nc([H])c1[H],7.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
49,[H]c1c([H])c([H])n([H])c1[H],3.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
25953,[H]c1c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
791,[H]O/N=C(C(=N/O[H])/C([H])([H])[H])\C([H])([H])[H],4.0,C2,2,C2h,4,0.5,False,False,2,C2,C2h,False,False
17769,[H]C1([H])OC([H])([H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],3.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
36436,[H]C1([H])OC([H])([H])[C@]12C([H])([H])[C@@]21C([H])([H])OC1([H])[H],5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
36244,[H]C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C#C[H],4.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
36256,[H]C([H])(C#N)C([H])([H])OC([H])([H])C([H])([H])C#N,4.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
47368,[H]/N=C(\C([H])=O)N([H])/C(=N/[H])C([H])=O,4.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
67033,[H]O[C@]12C([H])=C([H])[C@](O[H])(C([H])=C1[H])C2([H])[H],5.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
2701,[H]C([H])([H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H],3.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
540,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],3.0,C2,2,C2h,4,0.5,False,False,2,C2,C2h,False,False
29130,[H]c1c(N([H])[H])c(=O)c(N([H])[H])c([H])n1[H],5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
67017,[H]C1([H])O[C@]2(C([H])([H])[H])C([H])([H])[C@](C([H])([H])[H])(O1)C2([H])[H],5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
14672,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])O[H],4.0,C2,2,C2h,4,0.5,False,False,2,C2,C2h,False,False
2706,[H]C([H])([H])OC([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H],3.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
489,[H]C(=O)C#CC([H])=O,3.0,C2h,4,D2,2,0.5,False,False,2,C2h,D2,False,False
19890,[H]C1([H])N(C(=O)N2C([H])([H])C2([H])[H])C1([H])[H],5.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
28509,[H]Oc1nc([H])nc(O[H])c1N([H])[H],7.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
17924,[H]C1([H])OC([H])([H])[C@]2([H])C([H])([H])OC([H])([H])[C@]12[H],4.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
31513,[H]c1c(OC([H])([H])[H])oc(OC([H])([H])[H])c1[H],5.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
36252,[H]C([H])(C#N)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C#N,4.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
85008,[H]OC(=O)[C@]1([H])[C@]([H])(C([H])([H])[H])N([H])[C@]1([H])C([H])([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84991,[H]C1([H])O[C@@]2(C1([H])[H])[C@]([H])(C([H])([H])[H])O[C@]2([H])C([H])([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85510,[H]OC(=O)C([H])([H])[N@H+]1C([H])([H])[C@@]([H])(N([H])[H])C1([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84995,[H]O[C@@]1([H])C([H])([H])[C@@]([H])(O[H])[C@]12OC([H])([H])C2([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84719,[H]O[C@]1(C([H])([H])C#N)C([H])([H])[N@@H+](C([H])([H])[H])C1([H])[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85561,[H]C#C[C@@]1([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])[H])C1([H])[H],4.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85110,[H]O[C@@]1([H])C([H])([H])[C@@]([H])(O[H])[C@@]2([H])C([H])([H])C([H])([H])[C@]21[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84982,[H]O[C@@]1(C([H])=O)[C@@]([H])(O[H])C([H])([H])[C@@]1([H])O[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85195,[H]C([H])([H])[C@]1([H])C([H])([H])[C@@]([H])(C(=O)C#N)C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85194,[H]C#CC(=O)[C@]1([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85498,[H]N([H])C(=O)C([H])([H])[N@H+]1C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85562,[H]C([H])([H])[C@@]1([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[C@@]1([H])C([H])([H])[H],4.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84657,[H]C1([H])[NH+]([C@]2(C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C2([H])[H])C1([H])[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
88032,[H]O[C@]1([H])C([H])([H])[C@@]2(C([H])([H])[H])C([H])([H])[C@@]2(C([H])([H])[H])C1([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
88030,[H]O[C@]1([H])C([H])([H])[C@@]2(C([H])([H])[H])N([H])[C@@]2(C([H])([H])[H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84961,[H]C#C[C@@]1(O[H])[C@]([H])(C([H])([H])[H])O[C@]1([H])C([H])([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
80298,[H]C#CC([H])([H])[N@H+]1[C@@]2([H])C([H])([H])[C@]1([H])[C@]2([H])C([H])([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85043,[H]C(=O)N([H])[C@@]1([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
80295,[H]O[C@]1([H])[C@]2([H])O[C@@]1([H])[C@]2([H])[NH+]1C([H])([H])C1([H])[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
80294,[H]O[C@]1([H])[C@]2([H])N([H])[C@@]1([H])[C@]2([H])[NH+]1C([H])([H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
88199,[H][N-]C1O[C@]2(C1([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])C2([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
80289,[H]C([H])([H])[N@@H+]1[C@@]2([H])C([H])([H])[C@]1([H])[C@@]2([H])[NH+]1C([H])([H])C1([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84962,[H]O[C@]1(C#N)[C@]([H])(C([H])([H])[H])O[C@]1([H])C([H])([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
80250,[H]O[C@]1([H])[C@]2([H])O[C@@]1([H])[C@@]2(O[H])C([H])=O,5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84647,[H]O[C@]1(C(=O)C([H])([H])[H])C([H])([H])[N@@H+](C([H])([H])[H])C1([H])[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
80247,[H]O[C@@]1(C([H])=O)[C@@]2([H])[N@@H+](C([H])([H])[H])[C@]1([H])C2([H])[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85488,[H]N(C(=O)C([H])([H])[H])[C@]1([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C1([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85225,[H]C([H])([H])C1([C@]2([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C2([H])[H])C([H])([H])C1([H])[H],4.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85220,[H]OC(C([H])([H])[H])(C([H])([H])[H])[C@]1([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C1([H])[H],4.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
87650,[H]C([H])([H])[N@@H+]1C([H])([H])[C@]1([H])C([H])([H])[C@@]1([H])[N@@H+](C([H])([H])[H])C1([H])[H],4.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85685,[H]C(=O)OC([H])([H])[C@]1([H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
88207,[H][N-]C1O[C@]2(C1([H])[H])C([H])([H])[C@]([H])(O[H])C2([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
80361,[H]O[C@]1([H])[C@@]2([H])C([H])([H])C(=O)C([H])([H])[C@]1([H])C2([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84648,[H]O[C@]1(C(=O)N([H])[H])C([H])([H])[N@@H+](C([H])([H])[H])C1([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85499,[H]OC(=O)C([H])([H])[N@H+]1C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84649,[H]O[C@]1([H])C([H])([H])[C@](O[H])(C(=O)N([H])[H])C1([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84650,[H]OC(=O)[C@]1(N([H])[H])C([H])([H])[C@@]([H])(O[H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85664,[H]C#CC([H])([H])C([H])([H])[C@]1([H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84652,[H]O[C@]1([H])C([H])([H])[C@@](C([H])([H])[H])(C2([H])C([H])([H])C2([H])[H])C1([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85500,[H]N(C(=O)C([H])([H])[H])[C@]1([H])C([H])([H])[N@H+](C([H])([H])[H])C1([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
88204,[H][N-]C1O[C@]2(C1([H])[H])C([H])([H])[N@@H+](C([H])([H])[H])C2([H])[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85176,[H]C(=O)C1(C([H])=O)C([H])([H])[NH+](C([H])([H])[H])C1([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85172,[H]O[C@]1([H])C([H])([H])[C@@](C#N)(C([H])=O)C1([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
81528,[H]O[C@]1([H])[C@]2([H])C([H])([H])[C@]3([H])C([H])([H])[C@@]1([H])[C@@]32O[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
81652,[H]O[C@@]1([H])[C@@]2([H])O[C@@]3([H])C([H])([H])[C@@]3([H])O[C@@]12[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85171,[H]C#C[C@]1(C([H])=O)C([H])([H])[C@]([H])(O[H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
82211,[H]O[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])[C@@]1([H])[C@]1([H])C([H])([H])[C@@]12[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85170,[H]C(=O)[C@]1(C#N)C([H])([H])[N@H+](C([H])([H])[H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84646,[H]OC(=O)[C@]1(N([H])[H])C([H])([H])[N@H+](C([H])([H])[H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84645,[H]N([H])C(=O)[C@]1(N([H])[H])C([H])([H])[N@H+](C([H])([H])[H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85164,[H]C#C[C@]1(C([H])=O)C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
82234,[H]O[C@@]1([H])[C@@]2([H])C([H])([H])C([H])([H])[C@]1([H])C21C([H])([H])C1([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85163,[H]OC1([H])C([H])([H])C(C#N)(C#N)C1([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85161,[H]C#CC1(C#C[H])C([H])([H])C([H])(O[H])C1([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84996,[H]O[C@@]1([H])C([H])([H])[C@@]([H])(O[H])C12C([H])([H])OC2([H])[H],4.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
82236,[H]O[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])[C@@]1([H])[C@@]21OC1([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
82247,[H]O[C@@]1([H])[C@@]2([H])C([H])([H])C([H])([H])[C@]1([H])[C@@]2([H])C#N,5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85169,[H]C#C[C@]1(C([H])=O)C([H])([H])[N@@H+](C([H])([H])[H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85129,[H][N-][C@H]1O[C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])[H])O1,5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85118,[H]C1=C([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])=C1[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85044,[H]C(=O)O[C@@]1([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85193,[H]O[C@]1([H])C([H])([H])[C@@]([H])(C#CC([H])=O)C1([H])[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85192,[H]C(=O)C#C[C@]1([H])C([H])([H])[N@H+](C([H])([H])[H])C1([H])[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85107,[H]C1([H])C([H])([H])[C@]2([H])[C@@]1([H])[C@]([H])(C([H])([H])[H])O[C@]2([H])C([H])([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85050,[H]C(=O)N([H])[C@]1([H])[C@]([H])(C([H])([H])[H])O[C@]1([H])C([H])([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85102,[H]C([H])([H])[C@@]1([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@@]12[H],4.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85051,[H][N-][C+]([H])O[C@]1([H])[C@]([H])(C([H])([H])[H])O[C@]1([H])C([H])([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85052,[H]C(=O)O[C@]1([H])[C@]([H])(C([H])([H])[H])O[C@]1([H])C([H])([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85057,[H]O[C@@]1([H])C([H])([H])[C@@]([H])(O[H])[C@@]1([H])OC([H])=O,6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85142,[H]O[C@@]1([H])C([H])([H])C(=O)C([H])([H])[C@@]([H])(O[H])C1([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84723,[H][N-][C+]([H])O[C@]1(C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84726,[H]C(=O)N([H])[C@]1(C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84732,[H]C(=O)O[C@]1(C([H])([H])[H])C([H])([H])[N@H+](C([H])([H])[H])C1([H])[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84802,[H]C1=C(C([H])([H])[H])C([H])([H])N(C([H])([H])[H])C(=O)C1([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84957,[H]O[C@]1(C#N)[C@]([H])(C([H])([H])[H])N([H])[C@]1([H])C([H])([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85243,[H]O[C@]1([H])C([H])([H])[N@@H+](C2([H])C([H])([H])OC2([H])[H])C1([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85240,[H]O[C@]1([H])C([H])([H])[C@@]([H])(C2([H])C([H])([H])C([H])([H])C2([H])[H])C1([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85232,[H]OC1([C@]2([H])C([H])([H])[C@@]([H])(O[H])C2([H])[H])C([H])([H])C1([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
82274,[H]O[C@]1([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])C2([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85227,[H]OC1([C@]2([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C2([H])[H])C([H])([H])C1([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
82275,[H]O[C@]1([H])[C@@]2([H])C([H])([H])OC([H])([H])[C@]1([H])C([H])([H])C2([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84966,[H]O[C@@]1([H])C([H])([H])[C@@]([H])(O[H])[C@@]1(C#N)N([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84643,[H]O[C@]1(C(=O)N([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
85177,[H]OC1([H])C([H])([H])C(C([H])=O)(C([H])=O)C1([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84967,[H]N([H])[C@@]1(C#N)[C@@]([H])(N([H])[H])C([H])([H])[C@@]1([H])N([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
84971,[H]C#C[C@]1(O[H])[C@@]([H])(O[H])C([H])([H])[C@@]1([H])O[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
